RequestID	OriginPort	DestinationPort	EarliestDepartureTime	LatestArrivalTime	Demand	PenaltyCost
114	A	F	64	88	117.0	1937.0
131	A	G	1	29	90.0	2123.0
132	A	G	8	36	105.0	2134.0
133	A	G	15	43	107.0	2075.0
134	A	G	22	50	106.0	1846.0
135	A	G	29	57	107.0	2158.0
136	A	G	36	64	108.0	1953.0
137	A	G	43	71	117.0	2133.0
138	A	G	50	78	97.0	2184.0
139	A	G	57	85	101.0	2029.0
157	A	H	1	51	97.0	2128.0
158	A	H	8	58	109.0	2045.0
159	A	H	15	65	104.0	1944.0
160	A	H	22	72	112.0	2142.0
161	A	H	29	79	100.0	2103.0
162	A	H	36	86	111.0	2003.0
183	A	I	1	35	35.0	4252.0
184	A	I	8	42	37.0	4894.0
185	A	I	15	49	23.0	5100.0
186	A	I	22	56	34.0	5089.0
187	A	I	29	63	36.0	5200.0
188	A	I	36	70	39.0	3758.0
189	A	I	43	77	32.0	4585.0
190	A	I	50	84	23.0	4569.0
209	A	J	1	41	30.0	4157.0
210	A	J	8	48	34.0	4275.0
211	A	J	15	55	20.0	3705.0
212	A	J	22	62	22.0	3846.0
213	A	J	29	69	37.0	4337.0
214	A	J	36	76	36.0	4173.0
215	A	J	43	83	28.0	3604.0
216	A	J	50	90	32.0	3832.0
235	B	A	1	34	19.0	729.0
236	B	A	8	41	20.0	784.0
237	B	A	15	48	23.0	840.0
238	B	A	22	55	25.0	615.0
239	B	A	29	62	17.0	702.0
240	B	A	36	69	15.0	890.0
241	B	A	43	76	21.0	549.0
242	B	A	50	83	18.0	719.0
243	B	A	57	90	21.0	791.0
261	B	C	1	15	21.0	827.0
262	B	C	8	22	27.0	649.0
263	B	C	15	29	22.0	836.0
264	B	C	22	36	11.0	865.0
265	B	C	29	43	22.0	734.0
266	B	C	36	50	13.0	899.0
267	B	C	43	57	21.0	811.0
268	B	C	50	64	20.0	529.0
269	B	C	57	71	19.0	570.0
270	B	C	64	78	19.0	775.0
271	B	C	71	85	23.0	643.0
287	B	D	1	21	106.0	2106.0
288	B	D	8	28	105.0	1870.0
289	B	D	15	35	111.0	2018.0
290	B	D	22	42	103.0	1935.0
291	B	D	29	49	91.0	2119.0
292	B	D	36	56	111.0	1921.0
293	B	D	43	63	109.0	2026.0
294	B	D	50	70	105.0	2014.0
295	B	D	57	77	97.0	1863.0
296	B	D	64	84	110.0	1957.0
313	B	E	1	23	103.0	1907.0
314	B	E	8	30	104.0	1965.0
315	B	E	15	37	107.0	1864.0
316	B	E	22	44	97.0	2004.0
317	B	E	29	51	97.0	2052.0
318	B	E	36	58	100.0	2062.0
319	B	E	43	65	114.0	2194.0
320	B	E	50	72	105.0	2179.0
321	B	E	57	79	98.0	2057.0
322	B	E	64	86	118.0	2035.0
339	B	F	1	24	112.0	1852.0
340	B	F	8	31	110.0	1856.0
341	B	F	15	38	106.0	1826.0
342	B	F	22	45	111.0	2070.0
343	B	F	29	52	115.0	1992.0
344	B	F	36	59	100.0	2123.0
345	B	F	43	66	113.0	1916.0
346	B	F	50	73	105.0	1968.0
347	B	F	57	80	118.0	2177.0
348	B	F	64	87	114.0	2128.0
365	B	G	1	28	116.0	1937.0
366	B	G	8	35	115.0	1968.0
367	B	G	15	42	108.0	2173.0
368	B	G	22	49	118.0	2049.0
369	B	G	29	56	95.0	1971.0
370	B	G	36	63	91.0	1957.0
371	B	G	43	70	92.0	1840.0
372	B	G	50	77	117.0	1880.0
373	B	G	57	84	106.0	2024.0
391	B	H	1	50	92.0	1966.0
392	B	H	8	57	106.0	1840.0
393	B	H	15	64	108.0	2168.0
394	B	H	22	71	91.0	1871.0
395	B	H	29	78	119.0	2096.0
396	B	H	36	85	91.0	1927.0
417	B	I	1	34	32.0	4955.0
418	B	I	8	41	20.0	5125.0
419	B	I	15	48	27.0	5197.0
420	B	I	22	55	30.0	5125.0
421	B	I	29	62	39.0	4599.0
422	B	I	36	69	20.0	3810.0
423	B	I	43	76	22.0	4849.0
424	B	I	50	83	33.0	5340.0
425	B	I	57	90	28.0	5266.0
443	B	J	1	40	38.0	3788.0
444	B	J	8	47	29.0	3795.0
445	B	J	15	54	34.0	4037.0
446	B	J	22	61	20.0	5259.0
447	B	J	29	68	30.0	5286.0
448	B	J	36	75	20.0	4414.0
449	B	J	43	82	26.0	3810.0
450	B	J	50	89	32.0	4423.0
469	C	A	1	33	23.0	729.0
470	C	A	8	40	22.0	783.0
471	C	A	15	47	24.0	707.0
472	C	A	22	54	23.0	599.0
473	C	A	29	61	14.0	735.0
474	C	A	36	68	22.0	851.0
475	C	A	43	75	20.0	890.0
476	C	A	50	82	12.0	631.0
477	C	A	57	89	26.0	765.0
495	C	B	1	34	15.0	593.0
496	C	B	8	41	25.0	759.0
497	C	B	15	48	16.0	568.0
498	C	B	22	55	17.0	760.0
499	C	B	29	62	23.0	741.0
500	C	B	36	69	14.0	799.0
501	C	B	43	76	23.0	578.0
502	C	B	50	83	10.0	575.0
503	C	B	57	90	18.0	582.0
521	C	D	1	20	106.0	1857.0
522	C	D	8	27	94.0	2121.0
523	C	D	15	34	102.0	2025.0
524	C	D	22	41	98.0	2158.0
525	C	D	29	48	91.0	1958.0
526	C	D	36	55	104.0	2156.0
527	C	D	43	62	104.0	1933.0
528	C	D	50	69	102.0	1801.0
529	C	D	57	76	91.0	2181.0
530	C	D	64	83	103.0	1858.0
531	C	D	71	90	91.0	2036.0
547	C	E	1	22	98.0	1888.0
548	C	E	8	29	112.0	2003.0
549	C	E	15	36	91.0	2055.0
550	C	E	22	43	105.0	2193.0
551	C	E	29	50	114.0	1845.0
552	C	E	36	57	107.0	2095.0
553	C	E	43	64	107.0	2007.0
554	C	E	50	71	100.0	2105.0
555	C	E	57	78	110.0	1896.0
556	C	E	64	85	108.0	2147.0
573	C	F	1	23	118.0	2134.0
574	C	F	8	30	97.0	2029.0
575	C	F	15	37	118.0	1803.0
576	C	F	22	44	111.0	2129.0
577	C	F	29	51	117.0	2112.0
578	C	F	36	58	92.0	2081.0
579	C	F	43	65	90.0	2065.0
580	C	F	50	72	115.0	2168.0
581	C	F	57	79	105.0	2142.0
582	C	F	64	86	101.0	1802.0
599	C	G	1	27	118.0	1849.0
600	C	G	8	34	107.0	1927.0
601	C	G	15	41	110.0	2123.0
602	C	G	22	48	104.0	2104.0
603	C	G	29	55	113.0	1998.0
604	C	G	36	62	98.0	2083.0
605	C	G	43	69	95.0	1925.0
606	C	G	50	76	100.0	1849.0
607	C	G	57	83	111.0	1997.0
608	C	G	64	90	98.0	2185.0
625	C	H	1	49	101.0	2088.0
626	C	H	8	56	99.0	2188.0
627	C	H	15	63	111.0	1861.0
628	C	H	22	70	103.0	2088.0
629	C	H	29	77	96.0	1951.0
630	C	H	36	84	95.0	1908.0
651	C	I	1	33	32.0	4458.0
652	C	I	8	40	39.0	3754.0
653	C	I	15	47	28.0	4221.0
654	C	I	22	54	30.0	4127.0
655	C	I	29	61	22.0	5442.0
656	C	I	36	68	34.0	3892.0
657	C	I	43	75	24.0	4627.0
658	C	I	50	82	26.0	4287.0
659	C	I	57	89	33.0	3819.0
677	C	J	1	39	37.0	4560.0
678	C	J	8	46	27.0	4577.0
679	C	J	15	53	21.0	5109.0
680	C	J	22	60	20.0	4657.0
681	C	J	29	67	27.0	4224.0
682	C	J	36	74	22.0	4552.0
683	C	J	43	81	32.0	3962.0
684	C	J	50	88	36.0	5163.0
703	D	A	1	25	134.0	655.0
704	D	A	8	32	149.0	807.0
705	D	A	15	39	128.0	958.0
706	D	A	22	46	134.0	861.0
707	D	A	29	53	127.0	650.0
708	D	A	36	60	145.0	751.0
709	D	A	43	67	120.0	623.0
710	D	A	50	74	131.0	658.0
711	D	A	57	81	113.0	904.0
712	D	A	64	88	117.0	707.0
729	D	B	1	26	138.0	878.0
730	D	B	8	33	129.0	826.0
731	D	B	15	40	135.0	879.0
732	D	B	22	47	134.0	996.0
733	D	B	29	54	141.0	800.0
734	D	B	36	61	139.0	747.0
735	D	B	43	68	136.0	929.0
736	D	B	50	75	135.0	979.0
737	D	B	57	82	101.0	799.0
738	D	B	64	89	137.0	752.0
755	D	C	1	27	130.0	859.0
756	D	C	8	34	134.0	926.0
757	D	C	15	41	119.0	967.0
758	D	C	22	48	119.0	710.0
759	D	C	29	55	132.0	942.0
760	D	C	36	62	103.0	670.0
761	D	C	43	69	135.0	656.0
762	D	C	50	76	138.0	907.0
763	D	C	57	83	130.0	973.0
764	D	C	64	90	130.0	875.0
781	D	E	1	16	50.0	837.0
782	D	E	8	23	58.0	570.0
783	D	E	15	30	52.0	559.0
784	D	E	22	37	56.0	709.0
785	D	E	29	44	48.0	765.0
786	D	E	36	51	44.0	607.0
787	D	E	43	58	57.0	630.0
788	D	E	50	65	52.0	565.0
789	D	E	57	72	47.0	500.0
790	D	E	64	79	58.0	722.0
791	D	E	71	86	42.0	547.0
807	D	F	1	15	40.0	813.0
808	D	F	8	22	44.0	819.0
809	D	F	15	29	48.0	675.0
810	D	F	22	36	57.0	828.0
811	D	F	29	43	40.0	831.0
812	D	F	36	50	57.0	654.0
813	D	F	43	57	48.0	843.0
814	D	F	50	64	53.0	839.0
815	D	F	57	71	56.0	693.0
816	D	F	64	78	52.0	807.0
817	D	F	71	85	56.0	657.0
833	D	G	1	19	46.0	683.0
834	D	G	8	26	49.0	558.0
835	D	G	15	33	50.0	863.0
836	D	G	22	40	59.0	861.0
837	D	G	29	47	43.0	634.0
838	D	G	36	54	46.0	559.0
839	D	G	43	61	56.0	862.0
840	D	G	50	68	57.0	585.0
841	D	G	57	75	42.0	542.0
842	D	G	64	82	56.0	607.0
843	D	G	71	89	42.0	543.0
859	D	H	1	41	53.0	663.0
860	D	H	8	48	53.0	869.0
861	D	H	15	55	53.0	831.0
862	D	H	22	62	45.0	731.0
863	D	H	29	69	44.0	791.0
864	D	H	36	76	44.0	765.0
865	D	H	43	83	49.0	657.0
866	D	H	50	90	56.0	671.0
885	D	I	1	25	425.0	2712.0
886	D	I	8	32	377.0	2888.0
887	D	I	15	39	452.0	2863.0
888	D	I	22	46	482.0	3263.0
889	D	I	29	53	403.0	2732.0
890	D	I	36	60	363.0	2758.0
891	D	I	43	67	365.0	2660.0
892	D	I	50	74	495.0	2996.0
893	D	I	57	81	369.0	2822.0
894	D	I	64	88	469.0	2877.0
911	D	J	1	31	466.0	3280.0
912	D	J	8	38	402.0	2620.0
913	D	J	15	45	409.0	2821.0
914	D	J	22	52	376.0	3078.0
915	D	J	29	59	427.0	2699.0
916	D	J	36	66	433.0	2864.0
917	D	J	43	73	425.0	2824.0
918	D	J	50	80	411.0	2775.0
919	D	J	57	87	499.0	2887.0
937	E	A	1	25	129.0	829.0
938	E	A	8	32	104.0	687.0
939	E	A	15	39	103.0	701.0
940	E	A	22	46	100.0	769.0
941	E	A	29	53	140.0	946.0
942	E	A	36	60	123.0	982.0
943	E	A	43	67	142.0	734.0
944	E	A	50	74	129.0	855.0
945	E	A	57	81	142.0	706.0
946	E	A	64	88	146.0	881.0
963	E	B	1	26	112.0	787.0
964	E	B	8	33	110.0	684.0
965	E	B	15	40	104.0	884.0
966	E	B	22	47	118.0	611.0
967	E	B	29	54	146.0	955.0
968	E	B	36	61	110.0	618.0
969	E	B	43	68	132.0	899.0
970	E	B	50	75	133.0	785.0
971	E	B	57	82	134.0	636.0
972	E	B	64	89	136.0	828.0
989	E	C	1	27	116.0	957.0
990	E	C	8	34	137.0	671.0
991	E	C	15	41	119.0	640.0
992	E	C	22	48	145.0	604.0
993	E	C	29	55	119.0	975.0
994	E	C	36	62	133.0	850.0
995	E	C	43	69	128.0	795.0
996	E	C	50	76	129.0	680.0
997	E	C	57	83	133.0	947.0
998	E	C	64	90	129.0	728.0
1015	E	D	1	33	55.0	854.0
1016	E	D	8	40	57.0	581.0
1017	E	D	15	47	57.0	575.0
1018	E	D	22	54	55.0	583.0
1019	E	D	29	61	44.0	870.0
1020	E	D	36	68	42.0	622.0
1021	E	D	43	75	48.0	820.0
1022	E	D	50	82	46.0	583.0
1023	E	D	57	89	54.0	842.0
1041	E	F	1	16	45.0	554.0
1042	E	F	8	23	46.0	795.0
1043	E	F	15	30	44.0	871.0
1044	E	F	22	37	54.0	625.0
1045	E	F	29	44	58.0	885.0
1046	E	F	36	51	49.0	653.0
1047	E	F	43	58	40.0	751.0
1048	E	F	50	65	41.0	882.0
1049	E	F	57	72	55.0	686.0
1050	E	F	64	79	53.0	502.0
1051	E	F	71	86	50.0	863.0
1067	E	G	1	19	55.0	864.0
1068	E	G	8	26	59.0	694.0
1069	E	G	15	33	47.0	786.0
1070	E	G	22	40	52.0	794.0
1071	E	G	29	47	52.0	631.0
1072	E	G	36	54	57.0	727.0
1073	E	G	43	61	49.0	573.0
1074	E	G	50	68	58.0	801.0
1075	E	G	57	75	44.0	672.0
1076	E	G	64	82	56.0	624.0
1077	E	G	71	89	45.0	794.0
1093	E	H	1	48	50.0	501.0
1094	E	H	8	55	54.0	835.0
1095	E	H	15	62	45.0	834.0
1096	E	H	22	69	58.0	756.0
1097	E	H	29	76	48.0	700.0
1098	E	H	36	83	41.0	551.0
1099	E	H	43	90	49.0	848.0
1119	E	I	1	32	333.0	3115.0
1120	E	I	8	39	384.0	2811.0
1121	E	I	15	46	413.0	3171.0
1122	E	I	22	53	499.0	2787.0
1123	E	I	29	60	392.0	3069.0
1124	E	I	36	67	371.0	3278.0
1125	E	I	43	74	354.0	2815.0
1126	E	I	50	81	364.0	3285.0
1127	E	I	57	88	331.0	2909.0
1145	E	J	1	38	346.0	3036.0
1146	E	J	8	45	416.0	2920.0
1147	E	J	15	52	318.0	3141.0
1148	E	J	22	59	472.0	2612.0
1149	E	J	29	66	314.0	3271.0
1150	E	J	36	73	396.0	3142.0
1151	E	J	43	80	493.0	2754.0
1152	E	J	50	87	319.0	2704.0
1171	F	A	1	23	117.0	964.0
1172	F	A	8	30	104.0	781.0
1173	F	A	15	37	137.0	903.0
1174	F	A	22	44	130.0	901.0
1175	F	A	29	51	131.0	942.0
1176	F	A	36	58	100.0	892.0
1177	F	A	43	65	110.0	935.0
1178	F	A	50	72	107.0	771.0
1179	F	A	57	79	106.0	814.0
1180	F	A	64	86	113.0	712.0
1197	F	B	1	24	135.0	784.0
1198	F	B	8	31	130.0	982.0
1199	F	B	15	38	114.0	637.0
1200	F	B	22	45	143.0	844.0
1201	F	B	29	52	121.0	852.0
1202	F	B	36	59	134.0	963.0
1203	F	B	43	66	123.0	958.0
1204	F	B	50	73	123.0	882.0
1205	F	B	57	80	146.0	808.0
1206	F	B	64	87	129.0	876.0
1223	F	C	1	25	117.0	609.0
1224	F	C	8	32	125.0	744.0
1225	F	C	15	39	121.0	741.0
1226	F	C	22	46	114.0	845.0
1227	F	C	29	53	141.0	857.0
1228	F	C	36	60	135.0	985.0
1229	F	C	43	67	138.0	733.0
1230	F	C	50	74	129.0	937.0
1231	F	C	57	81	120.0	847.0
1232	F	C	64	88	103.0	863.0
1249	F	D	1	31	43.0	547.0
1250	F	D	8	38	56.0	646.0
1251	F	D	15	45	44.0	516.0
1252	F	D	22	52	51.0	556.0
1253	F	D	29	59	45.0	754.0
1254	F	D	36	66	41.0	593.0
1255	F	D	43	73	44.0	742.0
1256	F	D	50	80	45.0	726.0
1257	F	D	57	87	56.0	620.0
1275	F	E	1	33	57.0	808.0
1276	F	E	8	40	51.0	881.0
1277	F	E	15	47	46.0	596.0
1278	F	E	22	54	43.0	842.0
1279	F	E	29	61	47.0	722.0
1280	F	E	36	68	57.0	676.0
1281	F	E	43	75	50.0	557.0
1282	F	E	50	82	51.0	681.0
1283	F	E	57	89	42.0	599.0
1301	F	G	1	17	48.0	880.0
1302	F	G	8	24	43.0	675.0
1303	F	G	15	31	55.0	781.0
1304	F	G	22	38	52.0	763.0
1305	F	G	29	45	52.0	773.0
1306	F	G	36	52	40.0	693.0
1307	F	G	43	59	41.0	789.0
1308	F	G	50	66	59.0	754.0
1309	F	G	57	73	50.0	527.0
1310	F	G	64	80	44.0	517.0
1311	F	G	71	87	53.0	714.0
1327	F	H	1	40	57.0	742.0
1328	F	H	8	47	40.0	594.0
1329	F	H	15	54	40.0	779.0
1330	F	H	22	61	46.0	604.0
1331	F	H	29	68	50.0	851.0
1332	F	H	36	75	58.0	765.0
1333	F	H	43	82	43.0	754.0
1334	F	H	50	89	48.0	886.0
1353	F	I	1	24	482.0	2652.0
1354	F	I	8	31	441.0	3278.0
1355	F	I	15	38	445.0	2842.0
1356	F	I	22	45	327.0	2707.0
1357	F	I	29	52	332.0	2773.0
1358	F	I	36	59	337.0	3252.0
1359	F	I	43	66	455.0	3228.0
1360	F	I	50	73	458.0	2749.0
1361	F	I	57	80	371.0	2998.0
1362	F	I	64	87	370.0	2763.0
1379	F	J	1	30	468.0	3159.0
1380	F	J	8	37	414.0	2839.0
1381	F	J	15	44	325.0	3063.0
1382	F	J	22	51	482.0	2966.0
1383	F	J	29	58	364.0	3053.0
1384	F	J	36	65	335.0	3111.0
1385	F	J	43	72	327.0	3260.0
1386	F	J	50	79	396.0	3113.0
1387	F	J	57	86	415.0	2636.0
1406	G	A	8	27	121.0	624.0
1407	G	A	15	34	121.0	822.0
1408	G	A	22	41	115.0	926.0
1409	G	A	29	48	120.0	819.0
1410	G	A	36	55	132.0	828.0
1411	G	A	43	62	117.0	899.0
1412	G	A	50	69	126.0	716.0
1413	G	A	57	76	105.0	789.0
1414	G	A	64	83	139.0	705.0
1415	G	A	71	90	124.0	924.0
1432	G	B	8	28	106.0	717.0
1433	G	B	15	35	109.0	609.0
1434	G	B	22	42	149.0	602.0
1435	G	B	29	49	137.0	953.0
1436	G	B	36	56	116.0	995.0
1437	G	B	43	63	136.0	996.0
1438	G	B	50	70	141.0	828.0
1439	G	B	57	77	130.0	709.0
1440	G	B	64	84	141.0	827.0
1458	G	C	8	50	130.0	940.0
1459	G	C	15	57	121.0	966.0
1460	G	C	22	64	112.0	634.0
1461	G	C	29	71	112.0	674.0
1462	G	C	36	78	118.0	693.0
1463	G	C	43	85	124.0	682.0
1484	G	D	8	35	56.0	627.0
1485	G	D	15	42	56.0	711.0
1486	G	D	22	49	45.0	882.0
1487	G	D	29	56	47.0	662.0
1488	G	D	36	63	46.0	783.0
1489	G	D	43	70	53.0	867.0
1490	G	D	50	77	56.0	541.0
1491	G	D	57	84	49.0	674.0
1510	G	E	8	37	55.0	893.0
1511	G	E	15	44	42.0	543.0
1512	G	E	22	51	44.0	858.0
1513	G	E	29	58	57.0	581.0
1514	G	E	36	65	48.0	633.0
1515	G	E	43	72	59.0	571.0
1516	G	E	50	79	48.0	615.0
1517	G	E	57	86	45.0	513.0
1536	G	F	8	38	54.0	575.0
1537	G	F	15	45	41.0	578.0
1538	G	F	22	52	47.0	714.0
1539	G	F	29	59	41.0	617.0
1540	G	F	36	66	57.0	781.0
1541	G	F	43	73	59.0	724.0
1542	G	F	50	80	43.0	587.0
1543	G	F	57	87	43.0	591.0
1562	G	H	8	64	59.0	694.0
1563	G	H	15	71	50.0	566.0
1564	G	H	22	78	57.0	661.0
1565	G	H	29	85	42.0	625.0
1588	G	I	8	48	401.0	2920.0
1589	G	I	15	55	484.0	3169.0
1590	G	I	22	62	401.0	3279.0
1591	G	I	29	69	386.0	3056.0
1592	G	I	36	76	499.0	3242.0
1593	G	I	43	83	446.0	2976.0
1594	G	I	50	90	352.0	2785.0
1614	G	J	8	54	448.0	2735.0
1615	G	J	15	61	332.0	2731.0
1616	G	J	22	68	473.0	3115.0
1617	G	J	29	75	438.0	3025.0
1618	G	J	36	82	438.0	3171.0
1619	G	J	43	89	352.0	2881.0
1639	H	A	1	26	108.0	709.0
1640	H	A	8	33	103.0	740.0
1641	H	A	15	40	131.0	827.0
1642	H	A	22	47	102.0	726.0
1643	H	A	29	54	127.0	992.0
1644	H	A	36	61	124.0	781.0
1645	H	A	43	68	112.0	828.0
1646	H	A	50	75	139.0	686.0
1647	H	A	57	82	148.0	675.0
1648	H	A	64	89	135.0	925.0
1665	H	B	1	27	125.0	769.0
1666	H	B	8	34	119.0	714.0
1667	H	B	15	41	136.0	689.0
1668	H	B	22	48	130.0	928.0
1669	H	B	29	55	131.0	629.0
1670	H	B	36	62	100.0	610.0
1671	H	B	43	69	146.0	604.0
1672	H	B	50	76	140.0	940.0
1673	H	B	57	83	130.0	804.0
1674	H	B	64	90	113.0	826.0
1691	H	C	1	28	101.0	686.0
1692	H	C	8	35	128.0	871.0
1693	H	C	15	42	103.0	905.0
1694	H	C	22	49	148.0	995.0
1695	H	C	29	56	131.0	820.0
1696	H	C	36	63	122.0	611.0
1697	H	C	43	70	106.0	604.0
1698	H	C	50	77	112.0	990.0
1699	H	C	57	84	112.0	682.0
1717	H	D	1	15	42.0	799.0
1718	H	D	8	22	47.0	835.0
1719	H	D	15	29	45.0	670.0
1720	H	D	22	36	54.0	702.0
1721	H	D	29	43	43.0	619.0
1722	H	D	36	50	50.0	875.0
1723	H	D	43	57	41.0	831.0
1724	H	D	50	64	42.0	602.0
1725	H	D	57	71	42.0	725.0
1726	H	D	64	78	47.0	795.0
1727	H	D	71	85	55.0	723.0
1743	H	E	1	22	50.0	661.0
1744	H	E	8	29	54.0	578.0
1745	H	E	15	36	53.0	831.0
1746	H	E	22	43	40.0	652.0
1747	H	E	29	50	49.0	872.0
1748	H	E	36	57	45.0	879.0
1749	H	E	43	64	45.0	550.0
1750	H	E	50	71	54.0	822.0
1751	H	E	57	78	59.0	564.0
1752	H	E	64	85	54.0	798.0
1769	H	F	1	16	57.0	561.0
1770	H	F	8	23	49.0	544.0
1771	H	F	15	30	43.0	841.0
1772	H	F	22	37	55.0	680.0
1773	H	F	29	44	42.0	853.0
1774	H	F	36	51	53.0	562.0
1775	H	F	43	58	44.0	811.0
1776	H	F	50	65	57.0	718.0
1777	H	F	57	72	52.0	501.0
1778	H	F	64	79	40.0	621.0
1779	H	F	71	86	40.0	764.0
1795	H	G	1	20	45.0	585.0
1796	H	G	8	27	45.0	736.0
1797	H	G	15	34	47.0	538.0
1798	H	G	22	41	48.0	764.0
1799	H	G	29	48	46.0	716.0
1800	H	G	36	55	46.0	705.0
1801	H	G	43	62	59.0	684.0
1802	H	G	50	69	51.0	827.0
1803	H	G	57	76	53.0	816.0
1804	H	G	64	83	46.0	518.0
1805	H	G	71	90	50.0	750.0
1821	H	I	1	26	441.0	2652.0
1822	H	I	8	33	357.0	2604.0
1823	H	I	15	40	460.0	2992.0
1824	H	I	22	47	363.0	2614.0
1825	H	I	29	54	375.0	3185.0
1826	H	I	36	61	490.0	2875.0
1827	H	I	43	68	399.0	2769.0
1828	H	I	50	75	326.0	3168.0
1829	H	I	57	82	337.0	2750.0
1830	H	I	64	89	325.0	2741.0
1847	H	J	1	32	454.0	2733.0
1848	H	J	8	39	446.0	3224.0
1849	H	J	15	46	363.0	2835.0
1850	H	J	22	53	343.0	2667.0
1851	H	J	29	60	487.0	2869.0
1852	H	J	36	67	462.0	2899.0
1853	H	J	43	74	435.0	2898.0
1854	H	J	50	81	405.0	2758.0
1855	H	J	57	88	495.0	2828.0
1874	I	A	8	49	53.0	2159.0
1875	I	A	15	56	57.0	2261.0
1876	I	A	22	63	49.0	2233.0
1877	I	A	29	70	45.0	2198.0
1878	I	A	36	77	42.0	2077.0
1879	I	A	43	84	58.0	2018.0
1900	I	B	8	50	59.0	2282.0
1901	I	B	15	57	44.0	2100.0
1902	I	B	22	64	43.0	2270.0
1903	I	B	29	71	53.0	2258.0
1904	I	B	36	78	56.0	2072.0
1905	I	B	43	85	40.0	2217.0
1926	I	C	8	51	49.0	2424.0
1927	I	C	15	58	58.0	2160.0
1928	I	C	22	65	55.0	2410.0
1929	I	C	29	72	49.0	2037.0
1930	I	C	36	79	52.0	2394.0
1931	I	C	43	86	47.0	2039.0
1952	I	D	8	38	560.0	2945.0
1953	I	D	15	45	578.0	2960.0
1954	I	D	22	52	612.0	2747.0
1955	I	D	29	59	593.0	2641.0
1956	I	D	36	66	661.0	2661.0
1957	I	D	43	73	575.0	2871.0
1958	I	D	50	80	622.0	2634.0
1959	I	D	57	87	584.0	2680.0
1978	I	E	8	45	511.0	2764.0
1979	I	E	15	52	694.0	2786.0
1980	I	E	22	59	631.0	2792.0
1981	I	E	29	66	689.0	2789.0
1982	I	E	36	73	574.0	2954.0
1983	I	E	43	80	521.0	2971.0
1984	I	E	50	87	538.0	2746.0
2004	I	F	8	39	636.0	2635.0
2005	I	F	15	46	575.0	2612.0
2006	I	F	22	53	622.0	2836.0
2007	I	F	29	60	605.0	2732.0
2008	I	F	36	67	589.0	2657.0
2009	I	F	43	74	591.0	2930.0
2010	I	F	50	81	634.0	2757.0
2011	I	F	57	88	650.0	2764.0
2030	I	G	8	43	536.0	2606.0
2031	I	G	15	50	678.0	2909.0
2032	I	G	22	57	561.0	2622.0
2033	I	G	29	64	668.0	2984.0
2034	I	G	36	71	669.0	2972.0
2035	I	G	43	78	691.0	2903.0
2036	I	G	50	85	567.0	2603.0
2056	I	H	8	37	540.0	2645.0
2057	I	H	15	44	663.0	2821.0
2058	I	H	22	51	629.0	2706.0
2059	I	H	29	58	570.0	2997.0
2060	I	H	36	65	595.0	2769.0
2061	I	H	43	72	588.0	2948.0
2062	I	H	50	79	650.0	2860.0
2063	I	H	57	86	635.0	2817.0
2082	I	J	8	27	88.0	711.0
2083	I	J	15	34	98.0	775.0
2084	I	J	22	41	88.0	683.0
2085	I	J	29	48	87.0	871.0
2086	I	J	36	55	85.0	873.0
2087	I	J	43	62	89.0	681.0
2088	I	J	50	69	87.0	509.0
2089	I	J	57	76	94.0	633.0
2090	I	J	64	83	90.0	608.0
2091	I	J	71	90	97.0	623.0
2109	J	A	15	50	55.0	2388.0
2110	J	A	22	57	53.0	2152.0
