RequestID	OriginPort	DestinationPort	EarliestDepartureTime	LatestArrivalTime	Demand	PenaltyCost
239	B	A	29	62	28.0	637.0
261	B	C	1	15	10.0	823.0
262	B	C	8	22	20.0	834.0
263	B	C	15	29	21.0	775.0
264	B	C	22	36	21.0	546.0
265	B	C	29	43	21.0	858.0
266	B	C	36	50	22.0	653.0
267	B	C	43	57	28.0	833.0
287	B	D	1	21	97.0	2184.0
288	B	D	8	28	101.0	2029.0
289	B	D	15	35	97.0	2128.0
290	B	D	22	42	109.0	2045.0
291	B	D	29	49	104.0	1944.0
292	B	D	36	56	112.0	2142.0
313	B	E	1	23	100.0	2103.0
314	B	E	8	30	111.0	2003.0
315	B	E	15	37	113.0	1950.0
316	B	E	22	44	115.0	2078.0
317	B	E	29	51	94.0	2120.0
318	B	E	36	58	111.0	2117.0
339	B	F	1	24	114.0	2140.0
340	B	F	8	31	119.0	1851.0
341	B	F	15	38	108.0	2017.0
342	B	F	22	45	94.0	2013.0
343	B	F	29	52	106.0	1931.0
344	B	F	36	59	111.0	1955.0
365	B	G	1	28	90.0	1841.0
366	B	G	8	35	93.0	1869.0
367	B	G	15	42	116.0	1967.0
368	B	G	22	49	115.0	1934.0
369	B	G	29	56	102.0	1820.0
391	B	H	1	50	108.0	1866.0
392	B	H	8	57	104.0	2029.0
417	B	I	1	34	30.0	4922.0
418	B	I	8	41	33.0	5202.0
419	B	I	15	48	35.0	4079.0
420	B	I	22	55	27.0	4510.0
421	B	I	29	62	25.0	5450.0
443	B	J	1	40	31.0	3745.0
444	B	J	8	47	28.0	4598.0
445	B	J	15	54	31.0	4955.0
446	B	J	22	61	31.0	5136.0
469	C	A	1	33	27.0	649.0
470	C	A	8	40	22.0	836.0
471	C	A	15	47	11.0	865.0
472	C	A	22	54	22.0	734.0
473	C	A	29	61	13.0	899.0
495	C	B	1	34	21.0	811.0
496	C	B	8	41	20.0	529.0
497	C	B	15	48	19.0	570.0
498	C	B	22	55	19.0	775.0
499	C	B	29	62	23.0	643.0
521	C	D	1	20	106.0	2106.0
522	C	D	8	27	105.0	1870.0
523	C	D	15	34	111.0	2018.0
524	C	D	22	41	103.0	1935.0
525	C	D	29	48	91.0	2119.0
526	C	D	36	55	111.0	1921.0
527	C	D	43	62	109.0	2026.0
547	C	E	1	22	105.0	2014.0
548	C	E	8	29	97.0	1863.0
549	C	E	15	36	110.0	1957.0
550	C	E	22	43	103.0	1907.0
551	C	E	29	50	104.0	1965.0
552	C	E	36	57	107.0	1864.0
573	C	F	1	23	97.0	2004.0
574	C	F	8	30	97.0	2052.0
575	C	F	15	37	100.0	2062.0
576	C	F	22	44	114.0	2194.0
577	C	F	29	51	105.0	2179.0
578	C	F	36	58	98.0	2057.0
599	C	G	1	27	118.0	2035.0
600	C	G	8	34	112.0	1852.0
601	C	G	15	41	110.0	1856.0
602	C	G	22	48	106.0	1826.0
603	C	G	29	55	111.0	2070.0
604	C	G	36	62	115.0	1992.0
625	C	H	1	49	100.0	2123.0
626	C	H	8	56	113.0	1916.0
651	C	I	1	33	30.0	4344.0
652	C	I	8	40	39.0	5388.0
653	C	I	15	47	36.0	5141.0
654	C	I	22	54	37.0	4189.0
655	C	I	29	61	37.0	4341.0
677	C	J	1	39	32.0	5365.0
678	C	J	8	46	39.0	4745.0
679	C	J	15	53	23.0	4359.0
680	C	J	22	60	21.0	4285.0
703	D	A	1	25	103.0	640.0
704	D	A	8	32	145.0	680.0
705	D	A	15	39	128.0	824.0
706	D	A	22	46	104.0	766.0
707	D	A	29	53	128.0	640.0
708	D	A	36	60	130.0	968.0
729	D	B	1	26	101.0	671.0
730	D	B	8	33	149.0	896.0
731	D	B	15	40	103.0	727.0
732	D	B	22	47	131.0	891.0
733	D	B	29	54	101.0	925.0
734	D	B	36	61	119.0	939.0
755	D	C	1	27	125.0	925.0
756	D	C	8	34	149.0	819.0
757	D	C	15	41	100.0	662.0
758	D	C	22	48	106.0	869.0
759	D	C	29	55	134.0	968.0
760	D	C	36	62	120.0	953.0
781	D	E	1	16	58.0	557.0
782	D	E	8	23	49.0	559.0
783	D	E	15	30	54.0	607.0
784	D	E	22	37	40.0	851.0
785	D	E	29	44	50.0	857.0
786	D	E	36	51	40.0	682.0
787	D	E	43	58	46.0	562.0
807	D	F	1	15	52.0	684.0
808	D	F	8	22	53.0	729.0
809	D	F	15	29	52.0	783.0
810	D	F	22	36	54.0	707.0
811	D	F	29	43	53.0	599.0
812	D	F	36	50	44.0	735.0
813	D	F	43	57	52.0	851.0
833	D	G	1	19	50.0	890.0
834	D	G	8	26	42.0	631.0
835	D	G	15	33	56.0	765.0
836	D	G	22	40	45.0	593.0
837	D	G	29	47	55.0	759.0
838	D	G	36	54	46.0	568.0
839	D	G	43	61	47.0	760.0
859	D	H	1	41	53.0	741.0
860	D	H	8	48	44.0	799.0
861	D	H	15	55	53.0	578.0
862	D	H	22	62	40.0	575.0
885	D	I	1	25	388.0	2745.0
886	D	I	8	32	412.0	2701.0
887	D	I	15	39	331.0	3162.0
888	D	I	22	46	385.0	2995.0
889	D	I	29	53	357.0	3226.0
890	D	I	36	60	312.0	2877.0
911	D	J	1	31	395.0	3224.0
912	D	J	8	38	397.0	2833.0
913	D	J	15	45	381.0	2603.0
914	D	J	22	52	308.0	3267.0
915	D	J	29	59	387.0	2701.0
937	E	A	1	25	102.0	836.0
938	E	A	8	32	113.0	688.0
939	E	A	15	39	136.0	803.0
940	E	A	22	46	102.0	855.0
941	E	A	29	53	125.0	993.0
942	E	A	36	60	141.0	645.0
963	E	B	1	26	129.0	895.0
964	E	B	8	33	128.0	807.0
965	E	B	15	40	117.0	905.0
966	E	B	22	47	133.0	696.0
967	E	B	29	54	131.0	947.0
968	E	B	36	61	147.0	934.0
989	E	C	1	27	113.0	829.0
990	E	C	8	34	147.0	603.0
991	E	C	15	41	136.0	929.0
992	E	C	22	48	145.0	912.0
993	E	C	29	55	104.0	881.0
994	E	C	36	62	100.0	865.0
1015	E	D	1	33	57.0	868.0
1016	E	D	8	40	50.0	842.0
1017	E	D	15	47	47.0	502.0
1018	E	D	22	54	59.0	549.0
1019	E	D	29	61	51.0	627.0
1041	E	F	1	16	53.0	823.0
1042	E	F	8	23	49.0	804.0
1043	E	F	15	30	55.0	698.0
1044	E	F	22	37	45.0	783.0
1045	E	F	29	44	43.0	625.0
1046	E	F	36	51	46.0	549.0
1047	E	F	43	58	54.0	697.0
1067	E	G	1	19	45.0	885.0
1068	E	G	8	26	47.0	788.0
1069	E	G	15	33	46.0	888.0
1070	E	G	22	40	54.0	561.0
1071	E	G	29	47	49.0	788.0
1072	E	G	36	54	44.0	651.0
1073	E	G	43	61	43.0	608.0
1093	E	H	1	48	52.0	691.0
1094	E	H	8	55	59.0	550.0
1095	E	H	15	62	48.0	644.0
1119	E	I	1	32	402.0	2819.0
1120	E	I	8	39	322.0	3279.0
1121	E	I	15	46	446.0	2737.0
1122	E	I	22	53	343.0	2994.0
1123	E	I	29	60	369.0	2875.0
1145	E	J	1	38	433.0	2711.0
1146	E	J	8	45	478.0	2971.0
1147	E	J	15	52	373.0	2977.0
1148	E	J	22	59	315.0	3163.0
1171	F	A	1	23	101.0	831.0
1172	F	A	8	30	117.0	744.0
1173	F	A	15	37	106.0	810.0
1174	F	A	22	44	132.0	692.0
1175	F	A	29	51	141.0	932.0
1176	F	A	36	58	134.0	655.0
1197	F	B	1	24	149.0	807.0
1198	F	B	8	31	128.0	958.0
1199	F	B	15	38	134.0	861.0
1200	F	B	22	45	127.0	650.0
1201	F	B	29	52	145.0	751.0
1202	F	B	36	59	120.0	623.0
1223	F	C	1	25	131.0	658.0
1224	F	C	8	32	113.0	904.0
1225	F	C	15	39	117.0	707.0
1226	F	C	22	46	138.0	878.0
1227	F	C	29	53	129.0	826.0
1228	F	C	36	60	135.0	879.0
1249	F	D	1	31	53.0	896.0
1250	F	D	8	38	56.0	700.0
1251	F	D	15	45	55.0	647.0
1252	F	D	22	52	54.0	829.0
1253	F	D	29	59	54.0	879.0
1275	F	E	1	33	40.0	699.0
1276	F	E	8	40	54.0	652.0
1277	F	E	15	47	52.0	759.0
1278	F	E	22	54	53.0	826.0
1279	F	E	29	61	47.0	867.0
1301	F	G	1	17	47.0	610.0
1302	F	G	8	24	52.0	842.0
1303	F	G	15	31	41.0	570.0
1304	F	G	22	38	54.0	556.0
1305	F	G	29	45	55.0	807.0
1306	F	G	36	52	52.0	873.0
1307	F	G	43	59	52.0	775.0
1327	F	H	1	40	50.0	837.0
1328	F	H	8	47	58.0	570.0
1329	F	H	15	54	52.0	559.0
1330	F	H	22	61	56.0	709.0
1353	F	I	1	24	384.0	3064.0
1354	F	I	8	31	341.0	2787.0
1355	F	I	15	38	477.0	2827.0
1356	F	I	22	45	422.0	2713.0
1357	F	I	29	52	378.0	2600.0
1358	F	I	36	59	486.0	2988.0
1379	F	J	1	30	325.0	2683.0
1380	F	J	8	37	303.0	3149.0
1381	F	J	15	44	341.0	3158.0
1382	F	J	22	51	380.0	2906.0
1383	F	J	29	58	470.0	3174.0
1406	G	A	8	27	101.0	931.0
1407	G	A	15	34	142.0	754.0
1408	G	A	22	41	120.0	943.0
1409	G	A	29	48	134.0	939.0
1410	G	A	36	55	141.0	793.0
1411	G	A	43	62	131.0	907.0
1432	G	B	8	28	140.0	757.0
1433	G	B	15	35	117.0	783.0
1434	G	B	22	42	124.0	658.0
1435	G	B	29	49	125.0	963.0
1436	G	B	36	56	147.0	961.0
1458	G	C	8	50	108.0	734.0
1459	G	C	15	57	116.0	659.0
1484	G	D	8	35	56.0	862.0
1485	G	D	15	42	57.0	585.0
1486	G	D	22	49	42.0	542.0
1487	G	D	29	56	56.0	607.0
1510	G	E	8	37	42.0	543.0
1511	G	E	15	44	53.0	663.0
1512	G	E	22	51	53.0	869.0
1513	G	E	29	58	53.0	831.0
1536	G	F	8	38	45.0	731.0
1537	G	F	15	45	44.0	791.0
1538	G	F	22	52	44.0	765.0
1539	G	F	29	59	49.0	657.0
1588	G	I	8	48	465.0	2900.0
1589	G	I	15	55	425.0	2712.0
1590	G	I	22	62	377.0	2888.0
1614	G	J	8	54	452.0	2863.0
1615	G	J	15	61	482.0	3263.0
1639	H	A	1	26	125.0	675.0
1640	H	A	8	33	115.0	690.0
1641	H	A	15	40	116.0	634.0
1642	H	A	22	47	148.0	826.0
1643	H	A	29	54	117.0	727.0
1644	H	A	36	61	142.0	758.0
1665	H	B	1	27	141.0	988.0
1666	H	B	8	34	125.0	611.0
1667	H	B	15	41	127.0	726.0
1668	H	B	22	48	119.0	873.0
1669	H	B	29	55	131.0	656.0
1670	H	B	36	62	133.0	751.0
1691	H	C	1	28	131.0	728.0
1692	H	C	8	35	127.0	700.0
1693	H	C	15	42	149.0	764.0
1694	H	C	22	49	129.0	829.0
1695	H	C	29	56	104.0	687.0
1717	H	D	1	15	41.0	601.0
1718	H	D	8	22	40.0	669.0
1719	H	D	15	29	56.0	846.0
1720	H	D	22	36	49.0	882.0
1721	H	D	29	43	57.0	634.0
1722	H	D	36	50	51.0	755.0
1723	H	D	43	57	56.0	606.0
1743	H	E	1	22	58.0	781.0
1744	H	E	8	29	45.0	687.0
1745	H	E	15	36	44.0	584.0
1746	H	E	22	43	41.0	784.0
1747	H	E	29	50	47.0	511.0
1748	H	E	36	57	58.0	855.0
1769	H	F	1	16	44.0	518.0
1770	H	F	8	23	52.0	799.0
1771	H	F	15	30	53.0	685.0
1772	H	F	22	37	53.0	536.0
1773	H	F	29	44	54.0	728.0
1774	H	F	36	51	46.0	857.0
1775	H	F	43	58	54.0	571.0
1795	H	G	1	20	47.0	540.0
1796	H	G	8	27	58.0	504.0
1797	H	G	15	34	47.0	875.0
1798	H	G	22	41	53.0	750.0
1799	H	G	29	48	51.0	695.0
1800	H	G	36	55	51.0	580.0
1801	H	G	43	62	53.0	847.0
1821	H	I	1	26	419.0	2825.0
1822	H	I	8	33	452.0	3221.0
1823	H	I	15	40	472.0	2743.0
1824	H	I	22	47	474.0	2731.0
1825	H	I	29	54	450.0	2745.0
1826	H	I	36	61	344.0	3247.0
1847	H	J	1	32	320.0	2815.0
1848	H	J	8	39	385.0	3160.0
1849	H	J	15	46	367.0	2746.0
1850	H	J	22	53	441.0	3198.0
1851	H	J	29	60	354.0	2695.0
1874	I	A	8	49	46.0	2369.0
1875	I	A	15	56	44.0	2464.0
1900	I	B	8	50	54.0	2157.0
1901	I	B	15	57	58.0	2481.0
1926	I	C	8	51	49.0	2192.0
1927	I	C	15	58	40.0	2314.0
1952	I	D	8	38	515.0	2982.0
1953	I	D	15	45	650.0	2786.0
1954	I	D	22	52	637.0	2602.0
1955	I	D	29	59	600.0	2963.0
1978	I	E	8	45	651.0	2964.0
1979	I	E	15	52	699.0	2794.0
1980	I	E	22	59	576.0	2886.0
2004	I	F	8	39	624.0	2894.0
2005	I	F	15	46	623.0	2731.0
2006	I	F	22	53	674.0	2827.0
2007	I	F	29	60	599.0	2673.0
2030	I	G	8	43	682.0	2901.0
2031	I	G	15	50	540.0	2772.0
2032	I	G	22	57	661.0	2724.0
2056	I	H	8	37	556.0	2894.0
2057	I	H	15	44	607.0	2601.0
2058	I	H	22	51	641.0	2935.0
2059	I	H	29	58	558.0	2934.0
2082	I	J	8	27	98.0	756.0
2083	I	J	15	34	88.0	700.0
2084	I	J	22	41	81.0	551.0
2085	I	J	29	48	89.0	848.0
2086	I	J	36	55	83.0	794.0
2087	I	J	43	62	88.0	620.0
2109	J	A	15	50	51.0	2408.0
2110	J	A	22	57	59.0	2134.0
2135	J	B	15	51	49.0	2335.0
2136	J	B	22	58	47.0	2484.0
2161	J	C	15	52	45.0	2153.0
2162	J	C	22	59	46.0	2489.0
2187	J	D	15	39	531.0	2777.0
2188	J	D	22	46	546.0	2849.0
2189	J	D	29	53	616.0	2783.0
2190	J	D	36	60	518.0	2909.0
2213	J	E	15	46	672.0	2606.0
2214	J	E	22	53	514.0	2983.0
2215	J	E	29	60	596.0	2909.0
2239	J	F	15	40	693.0	2688.0
2240	J	F	22	47	519.0	2659.0
2241	J	F	29	54	569.0	2964.0
2242	J	F	36	61	518.0	2781.0
2265	J	G	15	44	649.0	2903.0
2266	J	G	22	51	620.0	2901.0
2267	J	G	29	58	624.0	2942.0
2291	J	H	15	38	503.0	2892.0
2292	J	H	22	45	543.0	2935.0
2293	J	H	29	52	528.0	2771.0
2294	J	H	36	59	525.0	2814.0
2317	J	I	15	50	85.0	612.0
2318	J	I	22	57	94.0	684.0
