RequestID	OriginPort	DestinationPort	EarliestDepartureTime	LatestArrivalTime	Demand	PenaltyCost
209	A	J	1	41	38.0	4187.0
210	A	J	8	48	20.0	5119.0
211	A	J	15	55	30.0	5170.0
212	A	J	22	62	31.0	4876.0
213	A	J	29	69	31.0	3731.0
235	B	A	1	34	21.0	858.0
236	B	A	8	41	22.0	653.0
237	B	A	15	48	28.0	833.0
238	B	A	22	55	15.0	884.0
239	B	A	29	62	17.0	729.0
240	B	A	36	69	15.0	828.0
261	B	C	1	15	23.0	745.0
262	B	C	8	22	19.0	644.0
263	B	C	15	29	24.0	842.0
264	B	C	22	36	16.0	803.0
265	B	C	29	43	24.0	703.0
266	B	C	36	50	25.0	650.0
267	B	C	43	57	27.0	778.0
268	B	C	50	64	13.0	820.0
287	B	D	1	21	111.0	2117.0
288	B	D	8	28	114.0	2140.0
289	B	D	15	35	119.0	1851.0
290	B	D	22	42	108.0	2017.0
291	B	D	29	49	94.0	2013.0
292	B	D	36	56	106.0	1931.0
293	B	D	43	63	111.0	1955.0
313	B	E	1	23	90.0	1841.0
314	B	E	8	30	93.0	1869.0
315	B	E	15	37	116.0	1967.0
316	B	E	22	44	115.0	1934.0
317	B	E	29	51	102.0	1820.0
318	B	E	36	58	108.0	1866.0
319	B	E	43	65	104.0	2029.0
339	B	F	1	24	105.0	2084.0
340	B	F	8	31	110.0	2140.0
341	B	F	15	38	113.0	1915.0
342	B	F	22	45	101.0	2002.0
343	B	F	29	52	98.0	2190.0
344	B	F	36	59	107.0	1849.0
345	B	F	43	66	103.0	2019.0
365	B	G	1	28	107.0	2091.0
366	B	G	8	35	107.0	2127.0
367	B	G	15	42	116.0	1949.0
368	B	G	22	49	109.0	2136.0
369	B	G	29	56	92.0	2165.0
370	B	G	36	63	108.0	2034.0
391	B	H	1	50	94.0	2199.0
392	B	H	8	57	107.0	2111.0
393	B	H	15	64	105.0	1829.0
417	B	I	1	34	29.0	3851.0
418	B	I	8	41	29.0	4878.0
419	B	I	15	48	33.0	4217.0
420	B	I	22	55	31.0	5034.0
421	B	I	29	62	30.0	3854.0
422	B	I	36	69	34.0	4594.0
443	B	J	1	40	29.0	4177.0
444	B	J	8	47	20.0	5095.0
445	B	J	15	54	34.0	4107.0
446	B	J	22	61	32.0	4631.0
447	B	J	29	68	30.0	4570.0
469	C	A	1	33	15.0	563.0
470	C	A	8	40	23.0	657.0
471	C	A	15	47	19.0	607.0
472	C	A	22	54	19.0	665.0
473	C	A	29	61	21.0	564.0
474	C	A	36	68	15.0	704.0
495	C	B	1	34	14.0	752.0
496	C	B	8	41	16.0	762.0
497	C	B	15	48	26.0	894.0
498	C	B	22	55	20.0	879.0
499	C	B	29	62	15.0	757.0
500	C	B	36	69	28.0	735.0
521	C	D	1	20	112.0	1852.0
522	C	D	8	27	110.0	1856.0
523	C	D	15	34	106.0	1826.0
524	C	D	22	41	111.0	2070.0
525	C	D	29	48	115.0	1992.0
526	C	D	36	55	100.0	2123.0
527	C	D	43	62	113.0	1916.0
528	C	D	50	69	105.0	1968.0
547	C	E	1	22	118.0	2177.0
548	C	E	8	29	114.0	2128.0
549	C	E	15	36	116.0	1937.0
550	C	E	22	43	115.0	1968.0
551	C	E	29	50	108.0	2173.0
552	C	E	36	57	118.0	2049.0
553	C	E	43	64	95.0	1971.0
573	C	F	1	23	91.0	1957.0
574	C	F	8	30	92.0	1840.0
575	C	F	15	37	117.0	1880.0
576	C	F	22	44	106.0	2024.0
577	C	F	29	51	92.0	1966.0
578	C	F	36	58	106.0	1840.0
579	C	F	43	65	108.0	2168.0
599	C	G	1	27	91.0	1871.0
600	C	G	8	34	119.0	2096.0
601	C	G	15	41	91.0	1927.0
602	C	G	22	48	108.0	2091.0
603	C	G	29	55	90.0	2125.0
604	C	G	36	62	101.0	2139.0
605	C	G	43	69	105.0	2125.0
625	C	H	1	49	119.0	2019.0
626	C	H	8	56	90.0	1862.0
627	C	H	15	63	94.0	2069.0
651	C	I	1	33	33.0	5340.0
652	C	I	8	40	28.0	5266.0
653	C	I	15	47	38.0	3788.0
654	C	I	22	54	29.0	3795.0
655	C	I	29	61	34.0	4037.0
656	C	I	36	68	20.0	5259.0
677	C	J	1	39	30.0	5286.0
678	C	J	8	46	20.0	4414.0
679	C	J	15	53	26.0	3810.0
680	C	J	22	60	32.0	4423.0
681	C	J	29	67	33.0	4645.0
703	D	A	1	25	130.0	883.0
704	D	A	8	32	135.0	807.0
705	D	A	15	39	134.0	699.0
706	D	A	22	46	110.0	835.0
707	D	A	29	53	131.0	951.0
708	D	A	36	60	127.0	990.0
709	D	A	43	67	106.0	731.0
729	D	B	1	26	142.0	865.0
730	D	B	8	33	114.0	693.0
731	D	B	15	40	139.0	859.0
732	D	B	22	47	115.0	668.0
733	D	B	29	54	119.0	860.0
734	D	B	36	61	133.0	841.0
735	D	B	43	68	110.0	899.0
755	D	C	1	27	132.0	678.0
756	D	C	8	34	100.0	675.0
757	D	C	15	41	122.0	682.0
758	D	C	22	48	128.0	657.0
759	D	C	29	55	107.0	921.0
760	D	C	36	62	121.0	825.0
761	D	C	43	69	114.0	958.0
781	D	E	1	16	41.0	658.0
782	D	E	8	23	49.0	856.0
783	D	E	15	30	49.0	633.0
784	D	E	22	37	48.0	501.0
785	D	E	29	44	40.0	881.0
786	D	E	36	51	48.0	558.0
787	D	E	43	58	40.0	736.0
788	D	E	50	65	45.0	588.0
807	D	F	1	15	54.0	703.0
808	D	F	8	22	41.0	755.0
809	D	F	15	29	50.0	893.0
810	D	F	22	36	56.0	545.0
811	D	F	29	43	51.0	795.0
812	D	F	36	50	51.0	707.0
813	D	F	43	57	46.0	805.0
814	D	F	50	64	53.0	596.0
833	D	G	1	19	52.0	847.0
834	D	G	8	26	58.0	834.0
835	D	G	15	33	45.0	729.0
836	D	G	22	40	59.0	503.0
837	D	G	29	47	54.0	829.0
838	D	G	36	54	58.0	812.0
839	D	G	43	61	41.0	781.0
840	D	G	50	68	40.0	765.0
859	D	H	1	41	57.0	868.0
860	D	H	8	48	50.0	842.0
861	D	H	15	55	47.0	502.0
862	D	H	22	62	59.0	549.0
863	D	H	29	69	51.0	627.0
885	D	I	1	25	435.0	3166.0
886	D	I	8	32	398.0	3133.0
887	D	I	15	39	459.0	2946.0
888	D	I	22	46	355.0	3096.0
889	D	I	29	53	336.0	2820.0
890	D	I	36	60	368.0	2687.0
891	D	I	43	67	445.0	2945.0
911	D	J	1	31	356.0	3274.0
912	D	J	8	38	375.0	3104.0
913	D	J	15	45	364.0	3279.0
914	D	J	22	52	445.0	2706.0
915	D	J	29	59	391.0	3105.0
916	D	J	36	66	345.0	2865.0
937	E	A	1	25	109.0	708.0
938	E	A	8	32	130.0	791.0
939	E	A	15	39	149.0	650.0
940	E	A	22	46	122.0	744.0
941	E	A	29	53	125.0	725.0
942	E	A	36	60	105.0	988.0
943	E	A	43	67	136.0	678.0
963	E	B	1	26	110.0	825.0
964	E	B	8	33	117.0	757.0
965	E	B	15	40	133.0	663.0
966	E	B	22	47	144.0	812.0
967	E	B	29	54	118.0	815.0
968	E	B	36	61	103.0	921.0
969	E	B	43	68	101.0	831.0
989	E	C	1	27	117.0	744.0
990	E	C	8	34	106.0	810.0
991	E	C	15	41	132.0	692.0
992	E	C	22	48	141.0	932.0
993	E	C	29	55	134.0	655.0
994	E	C	36	62	149.0	807.0
995	E	C	43	69	128.0	958.0
1015	E	D	1	33	53.0	761.0
1016	E	D	8	40	50.0	550.0
1017	E	D	15	47	58.0	651.0
1018	E	D	22	54	48.0	523.0
1019	E	D	29	61	52.0	558.0
1020	E	D	36	68	45.0	804.0
1041	E	F	1	16	47.0	607.0
1042	E	F	8	23	55.0	778.0
1043	E	F	15	30	51.0	726.0
1044	E	F	22	37	54.0	779.0
1045	E	F	29	44	53.0	896.0
1046	E	F	36	51	56.0	700.0
1047	E	F	43	58	55.0	647.0
1048	E	F	50	65	54.0	829.0
1067	E	G	1	19	54.0	879.0
1068	E	G	8	26	40.0	699.0
1069	E	G	15	33	54.0	652.0
1070	E	G	22	40	52.0	759.0
1071	E	G	29	47	53.0	826.0
1072	E	G	36	54	47.0	867.0
1073	E	G	43	61	47.0	610.0
1074	E	G	50	68	52.0	842.0
1093	E	H	1	48	41.0	570.0
1094	E	H	8	55	54.0	556.0
1095	E	H	15	62	55.0	807.0
1096	E	H	22	69	52.0	873.0
1119	E	I	1	32	423.0	3081.0
1120	E	I	8	39	406.0	3190.0
1121	E	I	15	46	486.0	2723.0
1122	E	I	22	53	425.0	2704.0
1123	E	I	29	60	460.0	2966.0
1124	E	I	36	67	384.0	3064.0
1145	E	J	1	38	341.0	2787.0
1146	E	J	8	45	477.0	2827.0
1147	E	J	15	52	422.0	2713.0
1148	E	J	22	59	378.0	2600.0
1149	E	J	29	66	486.0	2988.0
1171	F	A	1	23	106.0	647.0
1172	F	A	8	30	100.0	913.0
1173	F	A	15	37	110.0	919.0
1174	F	A	22	44	120.0	775.0
1175	F	A	29	51	142.0	928.0
1176	F	A	36	58	101.0	931.0
1177	F	A	43	65	142.0	754.0
1197	F	B	1	24	120.0	943.0
1198	F	B	8	31	134.0	939.0
1199	F	B	15	38	141.0	793.0
1200	F	B	22	45	131.0	907.0
1201	F	B	29	52	140.0	757.0
1202	F	B	36	59	117.0	783.0
1203	F	B	43	66	124.0	658.0
1223	F	C	1	25	125.0	963.0
1224	F	C	8	32	147.0	961.0
1225	F	C	15	39	108.0	734.0
1226	F	C	22	46	116.0	659.0
1227	F	C	29	53	140.0	962.0
1228	F	C	36	60	144.0	685.0
1229	F	C	43	67	106.0	642.0
1249	F	D	1	31	56.0	607.0
1250	F	D	8	38	42.0	543.0
1251	F	D	15	45	53.0	663.0
1252	F	D	22	52	53.0	869.0
1253	F	D	29	59	53.0	831.0
1254	F	D	36	66	45.0	731.0
1275	F	E	1	33	44.0	791.0
1276	F	E	8	40	44.0	765.0
1277	F	E	15	47	49.0	657.0
1278	F	E	22	54	56.0	671.0
1279	F	E	29	61	52.0	564.0
1280	F	E	36	68	47.0	665.0
1301	F	G	1	17	55.0	650.0
1302	F	G	8	24	58.0	879.0
1303	F	G	15	31	50.0	575.0
1304	F	G	22	38	46.0	590.0
1305	F	G	29	45	46.0	534.0
1306	F	G	36	52	59.0	726.0
1307	F	G	43	59	46.0	627.0
1308	F	G	50	66	56.0	658.0
1327	F	H	1	40	56.0	888.0
1328	F	H	8	47	50.0	511.0
1329	F	H	15	54	50.0	626.0
1330	F	H	22	61	47.0	773.0
1331	F	H	29	68	52.0	556.0
1353	F	I	1	24	433.0	2864.0
1354	F	I	8	31	425.0	2824.0
1355	F	I	15	38	411.0	2775.0
1356	F	I	22	45	499.0	2887.0
1357	F	I	29	52	419.0	3001.0
1358	F	I	36	59	317.0	2752.0
1359	F	I	43	66	314.0	2777.0
1379	F	J	1	30	300.0	2895.0
1380	F	J	8	37	462.0	3205.0
1381	F	J	15	44	392.0	3268.0
1382	F	J	22	51	471.0	2834.0
1383	F	J	29	58	417.0	3046.0
1384	F	J	36	65	468.0	2786.0
1406	G	A	8	27	146.0	881.0
1407	G	A	15	34	112.0	787.0
1408	G	A	22	41	110.0	684.0
1409	G	A	29	48	104.0	884.0
1410	G	A	36	55	118.0	611.0
1411	G	A	43	62	146.0	955.0
1412	G	A	50	69	110.0	618.0
1432	G	B	8	28	132.0	899.0
1433	G	B	15	35	133.0	785.0
1434	G	B	22	42	134.0	636.0
1435	G	B	29	49	136.0	828.0
1436	G	B	36	56	116.0	957.0
1437	G	B	43	63	137.0	671.0
1458	G	C	8	50	119.0	640.0
1459	G	C	15	57	145.0	604.0
1460	G	C	22	64	119.0	975.0
1484	G	D	8	35	53.0	750.0
1485	G	D	15	42	51.0	695.0
1486	G	D	22	49	51.0	580.0
1487	G	D	29	56	53.0	847.0
1488	G	D	36	63	51.0	628.0
1510	G	E	8	37	55.0	854.0
1511	G	E	15	44	57.0	581.0
1512	G	E	22	51	57.0	575.0
1513	G	E	29	58	55.0	583.0
1514	G	E	36	65	44.0	870.0
1536	G	F	8	38	42.0	622.0
1537	G	F	15	45	48.0	820.0
1538	G	F	22	52	46.0	583.0
1539	G	F	29	59	54.0	842.0
1540	G	F	36	66	45.0	554.0
1562	G	H	8	64	46.0	795.0
1588	G	I	8	48	347.0	3249.0
1589	G	I	15	55	445.0	2820.0
1590	G	I	22	62	484.0	3274.0
1591	G	I	29	69	394.0	2869.0
1614	G	J	8	54	308.0	3040.0
1615	G	J	15	61	315.0	3268.0
1616	G	J	22	68	450.0	2926.0
1639	H	A	1	26	134.0	602.0
1640	H	A	8	33	125.0	963.0
1641	H	A	15	40	137.0	964.0
1642	H	A	22	47	149.0	794.0
1643	H	A	29	54	119.0	886.0
1644	H	A	36	61	131.0	894.0
1645	H	A	43	68	130.0	731.0
1665	H	B	1	27	143.0	827.0
1666	H	B	8	34	124.0	673.0
1667	H	B	15	41	145.0	901.0
1668	H	B	22	48	110.0	772.0
1669	H	B	29	55	140.0	724.0
1670	H	B	36	62	114.0	894.0
1671	H	B	43	69	126.0	601.0
1691	H	C	1	28	135.0	935.0
1692	H	C	8	35	114.0	934.0
1693	H	C	15	42	145.0	856.0
1694	H	C	22	49	120.0	800.0
1695	H	C	29	56	104.0	651.0
1696	H	C	36	63	124.0	948.0
1717	H	D	1	15	43.0	794.0
1718	H	D	8	22	48.0	620.0
1719	H	D	15	29	51.0	826.0
1720	H	D	22	36	59.0	607.0
1721	H	D	29	43	49.0	768.0
1722	H	D	36	50	47.0	887.0
1723	H	D	43	57	45.0	623.0
1724	H	D	50	64	46.0	891.0
1743	H	E	1	22	43.0	677.0
1744	H	E	8	29	44.0	749.0
1745	H	E	15	36	51.0	683.0
1746	H	E	22	43	41.0	809.0
1747	H	E	29	50	57.0	506.0
1748	H	E	36	57	41.0	883.0
1749	H	E	43	64	49.0	809.0
1769	H	F	1	16	59.0	588.0
1770	H	F	8	23	41.0	559.0
1771	H	F	15	30	46.0	864.0
1772	H	F	22	37	41.0	681.0
1773	H	F	29	44	54.0	803.0
1774	H	F	36	51	52.0	801.0
1775	H	F	43	58	52.0	842.0
1776	H	F	50	65	40.0	792.0
1795	H	G	1	20	44.0	835.0
1796	H	G	8	27	42.0	671.0
1797	H	G	15	34	42.0	714.0
1798	H	G	22	41	45.0	612.0
1799	H	G	29	48	54.0	684.0
1800	H	G	36	55	52.0	882.0
1801	H	G	43	62	45.0	537.0
1802	H	G	50	69	57.0	744.0
1821	H	I	1	26	387.0	3041.0
1822	H	I	8	33	439.0	3235.0
1823	H	I	15	40	394.0	3226.0
1824	H	I	22	47	393.0	3093.0
1825	H	I	29	54	487.0	2964.0
1826	H	I	36	61	418.0	3084.0
1827	H	I	43	68	369.0	2615.0
1847	H	J	1	32	400.0	2853.0
1848	H	J	8	39	387.0	2847.0
1849	H	J	15	46	357.0	3029.0
1850	H	J	22	53	466.0	3050.0
1851	H	J	29	60	441.0	3275.0
1852	H	J	36	67	453.0	2833.0
1874	I	A	8	49	51.0	2422.0
1875	I	A	15	56	48.0	2309.0
1876	I	A	22	63	41.0	2329.0
1900	I	B	8	50	43.0	2058.0
1901	I	B	15	57	56.0	2183.0
1902	I	B	22	64	44.0	2020.0
1926	I	C	8	51	51.0	2071.0
1927	I	C	15	58	45.0	2318.0
1928	I	C	22	65	41.0	2116.0
1952	I	D	8	38	540.0	2842.0
1953	I	D	15	45	554.0	2826.0
1954	I	D	22	52	662.0	2720.0
1955	I	D	29	59	678.0	2908.0
1956	I	D	36	66	616.0	2981.0
1978	I	E	8	45	563.0	2696.0
1979	I	E	15	52	532.0	2942.0
1980	I	E	22	59	578.0	2822.0
1981	I	E	29	66	673.0	2776.0
2004	I	F	8	39	606.0	2657.0
2005	I	F	15	46	618.0	2781.0
2006	I	F	22	53	527.0	2699.0
2007	I	F	29	60	584.0	2980.0
2008	I	F	36	67	538.0	2775.0
2030	I	G	8	43	654.0	2881.0
2031	I	G	15	50	625.0	2863.0
2032	I	G	22	57	623.0	2873.0
2033	I	G	29	64	509.0	2793.0
2056	I	H	8	37	517.0	2889.0
2057	I	H	15	44	699.0	2854.0
2058	I	H	22	51	603.0	2627.0
2059	I	H	29	58	543.0	2617.0
2060	I	H	36	65	636.0	2814.0
2082	I	J	8	27	97.0	742.0
2083	I	J	15	34	80.0	594.0
2084	I	J	22	41	80.0	779.0
2085	I	J	29	48	86.0	604.0
2086	I	J	36	55	90.0	851.0
2087	I	J	43	62	98.0	765.0
2088	I	J	50	69	83.0	754.0
2109	J	A	15	50	48.0	2483.0
2110	J	A	22	57	58.0	2037.0
2111	J	A	29	64	54.0	2484.0
2135	J	B	15	51	54.0	2172.0
2136	J	B	22	58	42.0	2076.0
2137	J	B	29	65	43.0	2123.0
2161	J	C	15	52	43.0	2465.0
2162	J	C	22	59	55.0	2448.0
2163	J	C	29	66	55.0	2106.0
2187	J	D	15	39	571.0	2827.0
2188	J	D	22	46	570.0	2693.0
2189	J	D	29	53	668.0	2919.0
2190	J	D	36	60	614.0	2736.0
2191	J	D	43	67	525.0	2865.0
2213	J	E	15	46	682.0	2809.0
2214	J	E	22	53	564.0	2859.0
2215	J	E	29	60	535.0	2892.0
2216	J	E	36	67	527.0	2977.0
2239	J	F	15	40	596.0	2893.0
2240	J	F	22	47	615.0	2621.0
2241	J	F	29	54	587.0	2624.0
2242	J	F	36	61	585.0	2822.0
2243	J	F	43	68	563.0	2926.0
2265	J	G	15	44	583.0	2819.0
2266	J	G	22	51	630.0	2828.0
2267	J	G	29	58	571.0	2899.0
2268	J	G	36	65	606.0	2716.0
2291	J	H	15	38	521.0	2789.0
2292	J	H	22	45	659.0	2705.0
2293	J	H	29	52	597.0	2924.0
2294	J	H	36	59	527.0	2717.0
2295	J	H	43	66	538.0	2609.0
2317	J	I	15	50	99.0	502.0
2318	J	I	22	57	94.0	853.0
2319	J	I	29	64	86.0	895.0
