RequestID	OriginPort	DestinationPort	EarliestDepartureTime	LatestArrivalTime	Demand	PenaltyCost
229	A6	C1	1	35	537.0	3021.0
230	A9	B2	1	35	793.0	2739.0
231	A10	B4	1	35	771.0	2722.0
232	D1	E3	1	35	262.0	1845.0
233	D5	E2	1	35	212.0	1656.0
234	E2	D4	1	35	302.0	791.0
235	A4	C3	8	35	616.0	3030.0
236	A8	A3	8	35	60.0	1676.0
237	D5	D4	8	35	99.0	628.0
238	A1	A10	15	35	92.0	1491.0
239	A10	A1	15	35	78.0	612.0
240	D4	E2	15	35	318.0	1987.0
241	E2	D1	15	35	235.0	753.0
242	A3	B1	1	36	737.0	2985.0
243	A4	A3	1	36	62.0	2117.0
244	A7	C2	1	36	562.0	3211.0
245	A8	B1	1	36	634.0	2642.0
246	A9	C1	1	36	632.0	3172.0
247	A11	A3	1	36	80.0	1421.0
248	D5	E3	1	36	314.0	1661.0
249	E1	D4	1	36	295.0	684.0
250	A1	B5	8	36	722.0	2531.0
251	A2	B2	8	36	606.0	2956.0
252	A3	B4	8	36	648.0	2899.0
253	A5	A3	8	36	84.0	2221.0
254	A5	B2	8	36	615.0	2971.0
255	A8	B4	8	36	730.0	2941.0
256	A9	A1	8	36	80.0	1704.0
257	A3	A10	15	36	95.0	2104.0
258	A6	A1	15	36	69.0	1019.0
259	A8	A10	15	36	87.0	782.0
260	B2	B3	15	36	30.0	597.0
261	E1	D1	15	36	280.0	940.0
262	E3	D2	15	36	222.0	973.0
263	E3	D3	15	36	379.0	654.0
264	A3	A1	22	36	68.0	1455.0
265	A4	A9	22	36	54.0	1955.0
266	A6	A5	22	36	82.0	1511.0
267	A7	A4	22	36	92.0	2180.0
268	A9	A6	22	36	53.0	2163.0
269	D1	D3	22	36	61.0	778.0
270	D5	D1	22	36	63.0	712.0
271	E1	E2	22	36	36.0	540.0
272	E2	E3	22	36	38.0	711.0
273	A2	B3	1	37	674.0	2582.0
274	A4	B1	1	37	756.0	2587.0
275	A4	B4	1	37	648.0	2759.0
276	A4	C1	1	37	547.0	3485.0
277	A5	B3	1	37	686.0	2766.0
278	A6	B5	1	37	767.0	2546.0
279	A7	A3	1	37	56.0	1702.0
280	A10	B2	1	37	603.0	2700.0
281	A11	B4	1	37	682.0	2765.0
282	D2	B7	1	37	380.0	7372.0
283	A4	A10	8	37	75.0	2056.0
284	A5	B4	8	37	689.0	2552.0
285	A6	B2	8	37	674.0	2745.0
286	A6	C2	8	37	669.0	3274.0
287	A11	A10	8	37	93.0	1720.0
288	B6	D5	8	37	319.0	854.0
289	D3	B7	8	37	364.0	7326.0
290	D3	E1	8	37	375.0	1877.0
291	A2	A3	15	37	55.0	690.0
292	A5	A10	15	37	65.0	1646.0
293	C3	C1	15	37	37.0	856.0
294	D5	D2	15	37	55.0	537.0
295	E2	D2	15	37	362.0	794.0
296	E2	D3	15	37	323.0	733.0
297	A2	A1	22	37	65.0	535.0
298	A4	A6	22	37	53.0	1599.0
299	A8	A2	22	37	93.0	2385.0
300	D1	D2	22	37	59.0	534.0
301	D2	D3	22	37	59.0	561.0
302	D5	D3	22	37	95.0	725.0
303	E1	E3	22	37	48.0	870.0
304	A6	B3	1	38	617.0	2645.0
305	A7	B1	1	38	607.0	2868.0
306	A7	B4	1	38	617.0	2652.0
307	D3	D1	1	38	86.0	883.0
308	E3	B7	1	38	137.0	8072.0
309	A1	B1	8	38	682.0	2652.0
310	A2	B5	8	38	769.0	2660.0
311	A3	B2	8	38	607.0	2539.0
312	A7	A10	8	38	68.0	1714.0
313	A8	B2	8	38	680.0	2865.0
314	A9	C2	8	38	558.0	3420.0
315	B6	D1	8	38	318.0	656.0
316	D1	B7	8	38	428.0	7095.0
317	D2	B6	8	38	424.0	7494.0
318	D3	E2	8	38	247.0	1788.0
319	A4	A2	15	38	96.0	718.0
320	A11	A2	15	38	89.0	765.0
321	B7	D5	15	38	397.0	820.0
322	D3	B6	15	38	357.0	7364.0
323	D3	D4	15	38	65.0	891.0
324	E1	D2	15	38	384.0	703.0
325	E1	D3	15	38	290.0	751.0
326	A2	A10	22	38	86.0	1101.0
327	A4	A5	22	38	61.0	1718.0
328	A5	A2	22	38	65.0	530.0
329	A7	A6	22	38	98.0	2425.0
330	A8	A11	22	38	62.0	829.0
331	A3	B3	1	39	612.0	2683.0
332	A8	B3	1	39	678.0	2613.0
333	A9	A3	1	39	66.0	1932.0
334	A10	B5	1	39	700.0	2856.0
335	A11	B2	1	39	660.0	2505.0
336	E2	B7	1	39	129.0	7636.0
337	A4	B2	8	39	747.0	2953.0
338	A4	C2	8	39	522.0	3070.0
339	A6	A3	8	39	84.0	1698.0
340	A7	C3	8	39	626.0	3380.0
341	B6	D3	8	39	235.0	969.0
342	D2	E1	8	39	315.0	1843.0
343	D3	E3	8	39	238.0	1935.0
344	D5	B7	8	39	327.0	7036.0
345	E3	B6	8	39	191.0	7966.0
346	A1	B4	15	39	631.0	2703.0
347	A7	A2	15	39	71.0	643.0
348	A10	A2	15	39	62.0	1897.0
349	B7	D1	15	39	359.0	648.0
350	D1	B6	15	39	458.0	7136.0
351	A1	A2	22	39	65.0	2397.0
352	A7	A5	22	39	97.0	923.0
353	A8	A1	22	39	56.0	966.0
354	A11	A8	22	39	75.0	1893.0
355	B4	B5	22	39	43.0	998.0
356	C3	C2	22	39	39.0	597.0
357	A4	B3	1	40	645.0	2544.0
358	A9	B1	1	40	784.0	2882.0
359	A9	B4	1	40	661.0	2689.0
360	D2	D1	1	40	68.0	770.0
361	D3	D5	1	40	55.0	703.0
362	E1	B7	1	40	190.0	8265.0
363	E3	E1	1	40	49.0	556.0
364	A3	B5	8	40	678.0	2833.0
365	A6	B4	8	40	740.0	2800.0
366	A7	B2	8	40	668.0	2909.0
367	A8	B5	8	40	718.0	2717.0
368	A9	A10	8	40	55.0	1667.0
369	D1	E1	8	40	332.0	1776.0
370	D2	E2	8	40	306.0	1845.0
371	E2	B6	8	40	131.0	7940.0
372	A1	B2	15	40	602.0	2506.0
373	A4	A1	15	40	84.0	2314.0
374	A6	A10	15	40	96.0	661.0
375	A6	C3	15	40	519.0	3201.0
376	A11	A1	15	40	90.0	505.0
377	B7	D3	15	40	376.0	782.0
378	D2	D4	15	40	50.0	986.0
379	D5	B6	15	40	409.0	7192.0
380	A3	A2	22	40	96.0	1937.0
381	A5	A1	22	40	74.0	775.0
382	A7	A9	22	40	76.0	2223.0
383	B2	B1	22	40	44.0	517.0
384	C2	C1	22	40	42.0	680.0
385	A4	B5	1	41	643.0	2679.0
386	A7	B3	1	41	691.0	2954.0
387	A7	C1	1	41	665.0	3342.0
388	A11	B5	1	41	605.0	2698.0
389	D1	D5	1	41	92.0	858.0
390	E2	E1	1	41	40.0	677.0
391	E3	E2	1	41	49.0	564.0
392	A1	B3	8	41	622.0	2773.0
393	A2	B1	8	41	771.0	2895.0
394	A5	B1	8	41	757.0	2880.0
395	A5	B5	8	41	716.0	2859.0
396	D1	E2	8	41	310.0	1610.0
397	D2	E3	8	41	251.0	1540.0
398	D5	E1	8	41	217.0	1937.0
399	E1	B6	8	41	118.0	8166.0
400	E3	D4	8	41	343.0	674.0
401	A1	A3	15	41	95.0	1077.0
402	A2	B4	15	41	600.0	2605.0
403	A7	A1	15	41	66.0	1782.0
404	A9	A2	15	41	67.0	2055.0
405	A9	C3	15	41	527.0	3178.0
406	D1	D4	15	41	81.0	820.0
407	A6	A2	22	41	59.0	680.0
408	A9	A5	22	41	86.0	1913.0
409	A10	A3	22	41	97.0	1926.0
410	B6	B7	22	41	45.0	792.0
411	D4	E1	22	41	201.0	1939.0
412	E3	D1	22	41	293.0	912.0
413	A1	D1	1	42	361.0	5264.0
414	A7	B5	1	42	734.0	2795.0
415	A10	B1	1	42	678.0	2572.0
416	A6	B1	8	42	773.0	2554.0
417	A6	C1	8	42	562.0	3472.0
418	A9	B2	8	42	787.0	2693.0
419	A10	B4	8	42	632.0	2739.0
420	C3	A4	8	42	379.0	931.0
421	D1	E3	8	42	268.0	1782.0
422	D5	E2	8	42	205.0	1864.0
423	E2	D4	8	42	241.0	918.0
424	A4	C3	15	42	515.0	3326.0
425	A8	A3	15	42	85.0	1868.0
426	D4	D1	15	42	70.0	795.0
427	D5	D4	15	42	82.0	894.0
428	A1	A10	22	42	83.0	928.0
429	A10	A1	22	42	53.0	550.0
430	D4	E2	22	42	307.0	1760.0
431	E2	D1	22	42	231.0	992.0
432	A9	B3	1	43	642.0	2638.0
433	A3	B1	8	43	759.0	2991.0
434	A4	A3	8	43	94.0	985.0
435	A7	C2	8	43	553.0	3498.0
436	A8	B1	8	43	618.0	2756.0
437	A9	C1	8	43	528.0	3316.0
438	A11	A3	8	43	98.0	2106.0
439	C3	A9	8	43	222.0	1131.0
440	D5	E3	8	43	373.0	1814.0
441	E1	D4	8	43	362.0	996.0
442	A1	B5	15	43	603.0	2916.0
443	A2	B2	15	43	756.0	2509.0
444	A3	B4	15	43	677.0	2552.0
445	A5	A3	15	43	82.0	1150.0
446	A5	B2	15	43	708.0	2873.0
447	A8	B4	15	43	657.0	2724.0
448	A9	A1	15	43	50.0	745.0
449	A3	A10	22	43	63.0	1376.0
450	A6	A1	22	43	68.0	2404.0
451	A8	A10	22	43	97.0	948.0
452	B2	B3	22	43	37.0	931.0
453	B3	D1	22	43	358.0	640.0
454	E1	D1	22	43	298.0	675.0
455	E3	D2	22	43	280.0	884.0
456	E3	D3	22	43	364.0	817.0
457	A3	A1	29	43	92.0	1126.0
458	A4	A9	29	43	94.0	1995.0
459	A6	A5	29	43	96.0	1545.0
460	A7	A4	29	43	88.0	1502.0
461	A9	A6	29	43	84.0	1316.0
462	D1	D3	29	43	70.0	977.0
463	D5	D1	29	43	74.0	919.0
464	E1	E2	29	43	37.0	684.0
465	E2	E3	29	43	31.0	649.0
466	A9	B5	1	44	621.0	2822.0
467	A11	B1	1	44	746.0	2643.0
468	A2	B3	8	44	630.0	2854.0
469	A4	B1	8	44	622.0	2907.0
470	A4	B4	8	44	728.0	2658.0
471	A4	C1	8	44	500.0	3349.0
472	A5	B3	8	44	707.0	2688.0
473	A6	B5	8	44	679.0	2704.0
474	A7	A3	8	44	90.0	2247.0
475	A10	B2	8	44	794.0	2812.0
476	A11	B4	8	44	775.0	2595.0
477	B4	A6	8	44	495.0	1374.0
478	C3	A6	8	44	247.0	1051.0
479	D2	B7	8	44	397.0	7025.0
480	A4	A10	15	44	73.0	992.0
481	A5	B4	15	44	617.0	2673.0
482	A6	B2	15	44	717.0	2629.0
483	A6	C2	15	44	634.0	3256.0
484	A11	A10	15	44	83.0	741.0
485	B2	D1	15	44	342.0	754.0
486	B6	D5	15	44	236.0	758.0
487	D3	B7	15	44	406.0	7499.0
488	D3	E1	15	44	331.0	1721.0
489	D4	D2	15	44	66.0	547.0
490	D4	D3	15	44	84.0	908.0
491	A2	A3	22	44	72.0	1006.0
492	A5	A10	22	44	93.0	1498.0
493	C3	C1	22	44	36.0	916.0
494	D5	D2	22	44	58.0	984.0
495	E2	D2	22	44	278.0	685.0
496	E2	D3	22	44	302.0	907.0
497	A2	A1	29	44	62.0	946.0
498	A4	A6	29	44	92.0	1751.0
499	A8	A2	29	44	85.0	2099.0
500	D1	D2	29	44	79.0	963.0
501	D2	D3	29	44	74.0	625.0
502	D5	D3	29	44	72.0	642.0
503	E1	E3	29	44	45.0	576.0
504	A1	D2	1	45	249.0	5377.0
505	A1	D3	1	45	251.0	5212.0
506	A2	D1	1	45	295.0	5238.0
507	A5	D1	1	45	227.0	5211.0
508	A10	B3	1	45	697.0	2644.0
509	A6	B3	8	45	628.0	2959.0
510	A7	B1	8	45	689.0	2965.0
511	A7	B4	8	45	676.0	2758.0
512	D3	D1	8	45	77.0	762.0
513	E3	B7	8	45	112.0	8267.0
514	A1	B1	15	45	720.0	2911.0
515	A2	B5	15	45	674.0	2608.0
516	A3	B2	15	45	686.0	2920.0
517	A7	A10	15	45	65.0	1353.0
518	A8	B2	15	45	681.0	2696.0
519	A9	C2	15	45	603.0	3472.0
520	B6	D1	15	45	291.0	622.0
521	C2	A4	15	45	290.0	783.0
522	D1	B7	15	45	379.0	7252.0
523	D2	B6	15	45	470.0	7486.0
524	D3	E2	15	45	351.0	1606.0
525	A4	A2	22	45	63.0	627.0
526	A11	A2	22	45	83.0	2471.0
527	B7	D5	22	45	308.0	974.0
528	D3	B6	22	45	316.0	7014.0
529	D3	D4	22	45	94.0	796.0
530	E1	D2	22	45	285.0	883.0
531	E1	D3	22	45	359.0	936.0
532	A2	A10	29	45	73.0	2156.0
533	A4	A5	29	45	51.0	651.0
534	A5	A2	29	45	56.0	888.0
535	A7	A6	29	45	71.0	2281.0
536	A8	A11	29	45	71.0	2098.0
537	A6	D1	1	46	356.0	5244.0
538	A3	B3	8	46	667.0	2521.0
539	A8	B3	8	46	708.0	2777.0
540	A9	A3	8	46	97.0	929.0
541	A10	B5	8	46	624.0	2690.0
542	A11	B2	8	46	649.0	2524.0
543	B6	D2	8	46	203.0	701.0
544	E2	B7	8	46	116.0	7744.0
545	A4	B2	15	46	691.0	2957.0
546	A4	C2	15	46	583.0	3026.0
547	A6	A3	15	46	92.0	533.0
548	A7	C3	15	46	652.0	3372.0
549	B1	A7	15	46	440.0	1134.0
550	B6	D3	15	46	260.0	521.0
551	C2	A9	15	46	291.0	1151.0
552	D2	E1	15	46	289.0	1724.0
553	D3	E3	15	46	207.0	1960.0
554	D5	B7	15	46	407.0	7334.0
555	E3	B6	15	46	160.0	8364.0
556	A1	B4	22	46	759.0	2637.0
557	A7	A2	22	46	51.0	1624.0
558	A10	A2	22	46	57.0	651.0
559	B3	D2	22	46	277.0	851.0
560	B3	D3	22	46	329.0	835.0
561	B7	D1	22	46	378.0	816.0
562	D1	B6	22	46	492.0	7030.0
563	A1	A2	29	46	78.0	1323.0
564	A7	A5	29	46	78.0	902.0
565	A8	A1	29	46	54.0	2016.0
566	A11	A8	29	46	58.0	2384.0
567	B4	B5	29	46	34.0	610.0
568	C3	C2	29	46	35.0	900.0
569	A4	B3	8	47	698.0	2782.0
570	A9	B1	8	47	707.0	2820.0
571	A9	B4	8	47	689.0	2563.0
572	B4	A5	8	47	490.0	1209.0
573	D2	D1	8	47	90.0	820.0
574	D3	D2	8	47	93.0	923.0
575	D3	D5	8	47	66.0	896.0
576	E1	B7	8	47	169.0	8453.0
577	E3	E1	8	47	31.0	828.0
578	A3	B5	15	47	756.0	2643.0
579	A6	B4	15	47	790.0	2966.0
580	A7	B2	15	47	778.0	2849.0
581	A8	B5	15	47	663.0	2932.0
582	A9	A10	15	47	79.0	1416.0
583	B1	A4	15	47	488.0	1288.0
584	B2	D2	15	47	390.0	869.0
585	B2	D3	15	47	330.0	766.0
586	B5	A6	15	47	366.0	1174.0
587	B7	D2	15	47	265.0	918.0
588	C2	A6	15	47	339.0	1183.0
589	D1	E1	15	47	338.0	1506.0
590	D2	E2	15	47	357.0	1500.0
591	E2	B6	15	47	143.0	7550.0
592	A1	B2	22	47	715.0	2844.0
593	A4	A1	22	47	84.0	1469.0
594	A6	A10	22	47	63.0	2392.0
595	A6	C3	22	47	656.0	3216.0
596	A11	A1	22	47	64.0	2496.0
597	B7	D3	22	47	384.0	811.0
598	C1	A4	22	47	301.0	1136.0
599	D2	D4	22	47	58.0	810.0
600	D5	B6	22	47	398.0	7172.0
601	A3	A2	29	47	66.0	1838.0
602	A5	A1	29	47	90.0	586.0
603	A7	A9	29	47	69.0	1967.0
604	B2	B1	29	47	48.0	513.0
605	C2	C1	29	47	36.0	848.0
606	A4	B5	8	48	699.0	2657.0
607	A7	B3	8	48	685.0	2911.0
608	A7	C1	8	48	638.0	3250.0
609	A11	B5	8	48	652.0	2519.0
610	D1	D5	8	48	99.0	907.0
611	E2	E1	8	48	48.0	927.0
612	E3	E2	8	48	49.0	874.0
613	A1	B3	15	48	610.0	2583.0
614	A2	B1	15	48	684.0	2796.0
615	A5	B1	15	48	663.0	2801.0
616	A5	B5	15	48	642.0	2552.0
617	D1	E2	15	48	387.0	1745.0
618	D2	E3	15	48	295.0	1900.0
619	D5	E1	15	48	211.0	1525.0
620	E1	B6	15	48	127.0	7756.0
621	E3	D4	15	48	240.0	927.0
622	A1	A3	22	48	83.0	978.0
623	A2	B4	22	48	699.0	2614.0
624	A7	A1	22	48	91.0	1181.0
625	A9	A2	22	48	83.0	1974.0
626	A9	C3	22	48	611.0	3164.0
627	C1	A9	22	48	336.0	994.0
628	D1	D4	22	48	62.0	681.0
629	A6	A2	29	48	97.0	1263.0
630	A9	A5	29	48	69.0	2113.0
631	A10	A3	29	48	51.0	1054.0
632	B6	B7	29	48	30.0	668.0
633	D4	E1	29	48	392.0	1699.0
634	E3	D1	29	48	257.0	872.0
635	A1	D1	8	49	299.0	5493.0
636	A7	B5	8	49	751.0	2928.0
637	A10	B1	8	49	647.0	2782.0
638	C3	A5	8	49	201.0	1038.0
639	A6	B1	15	49	787.0	2607.0
640	A6	C1	15	49	641.0	3031.0
641	A9	B2	15	49	751.0	2913.0
642	A10	B4	15	49	727.0	2959.0
643	B1	A6	15	49	419.0	1040.0
644	C3	A4	15	49	380.0	773.0
645	D1	E3	15	49	327.0	1891.0
646	D5	E2	15	49	211.0	1695.0
647	E2	D4	15	49	393.0	546.0
648	E3	A8	15	49	33.0	1378.0
649	A4	C3	22	49	670.0	3065.0
650	A8	A3	22	49	96.0	1544.0
651	C1	A6	22	49	307.0	926.0
652	D4	D1	22	49	63.0	914.0
653	D5	D4	22	49	80.0	910.0
654	A1	A10	29	49	73.0	541.0
655	A10	A1	29	49	51.0	2165.0
656	D4	E2	29	49	348.0	1615.0
657	E2	D1	29	49	260.0	979.0
658	A9	B3	8	50	653.0	2808.0
659	B4	A2	8	50	358.0	1349.0
660	A3	B1	15	50	646.0	2833.0
661	A4	A3	15	50	99.0	1840.0
662	A7	C2	15	50	517.0	3035.0
663	A8	B1	15	50	766.0	2802.0
664	A9	C1	15	50	690.0	3016.0
665	A11	A3	15	50	99.0	1427.0
666	B1	A5	15	50	341.0	1004.0
667	B5	A5	15	50	437.0	1025.0
668	B7	B6	15	50	44.0	734.0
669	C3	A9	15	50	381.0	1109.0
670	D5	E3	15	50	357.0	1713.0
671	E1	D4	15	50	240.0	904.0
672	E2	A8	15	50	31.0	682.0
673	A1	B5	22	50	626.0	2511.0
